,Compound,TyreLife,FreshTyre,Position,GridPosition,Round,Year
14,MEDIUM,1.0,True,15.0,11.0,Qatar Grand Prix,2023
15,MEDIUM,8.0,False,16.0,14.0,Qatar Grand Prix,2023
16,SOFT,1.0,True,17.0,17.0,Qatar Grand Prix,2023
17,MEDIUM,1.0,True,18.0,15.0,Qatar Grand Prix,2023
18,SOFT,1.0,True,19.0,3.0,Qatar Grand Prix,2023
0,MEDIUM,1.0,True,1.0,6.0,United States Grand Prix,2023
1,MEDIUM,1.0,True,2.0,2.0,United States Grand Prix,2023
2,MEDIUM,1.0,True,3.0,4.0,United States Grand Prix,2023
3,MEDIUM,1.0,True,4.0,9.0,United States Grand Prix,2023
4,MEDIUM,1.0,True,5.0,5.0,United States Grand Prix,2023
5,MEDIUM,1.0,True,6.0,7.0,United States Grand Prix,2023
6,HARD,1.0,True,7.0,0.0,United States Grand Prix,2023
7,MEDIUM,1.0,True,8.0,11.0,United States Grand Prix,2023
8,MEDIUM,4.0,False,9.0,15.0,United States Grand Prix,2023
9,MEDIUM,1.0,True,10.0,16.0,United States Grand Prix,2023
10,HARD,1.0,True,11.0,0.0,United States Grand Prix,2023
11,MEDIUM,1.0,True,12.0,13.0,United States Grand Prix,2023
12,MEDIUM,1.0,True,13.0,12.0,United States Grand Prix,2023
13,MEDIUM,1.0,True,14.0,0.0,United States Grand Prix,2023
14,MEDIUM,1.0,True,15.0,14.0,United States Grand Prix,2023
15,MEDIUM,1.0,False,16.0,0.0,United States Grand Prix,2023
16,MEDIUM,1.0,True,17.0,10.0,United States Grand Prix,2023
17,MEDIUM,1.0,True,18.0,8.0,United States Grand Prix,2023
18,MEDIUM,1.0,True,19.0,3.0,United States Grand Prix,2023
19,MEDIUM,1.0,True,20.0,1.0,United States Grand Prix,2023
0,MEDIUM,1.0,True,1.0,3.0,Mexico City Grand Prix,2023
1,MEDIUM,1.0,True,11.0,11.0,Mexico City Grand Prix,2023
2,MEDIUM,1.0,True,20.0,5.0,Mexico City Grand Prix,2023
3,MEDIUM,2.0,False,18.0,13.0,Mexico City Grand Prix,2023
4,MEDIUM,1.0,True,3.0,1.0,Mexico City Grand Prix,2023
5,MEDIUM,2.0,False,17.0,0.0,Mexico City Grand Prix,2023
6,MEDIUM,1.0,True,16.0,19.0,Mexico City Grand Prix,2023
7,MEDIUM,1.0,True,19.0,16.0,Mexico City Grand Prix,2023
8,MEDIUM,1.0,True,12.0,18.0,Mexico City Grand Prix,2023
9,HARD,1.0,True,9.0,14.0,Mexico City Grand Prix,2023
10,MEDIUM,1.0,True,14.0,10.0,Mexico City Grand Prix,2023
11,MEDIUM,1.0,True,13.0,12.0,Mexico City Grand Prix,2023
12,MEDIUM,1.0,True,7.0,4.0,Mexico City Grand Prix,2023
13,HARD,1.0,True,10.0,15.0,Mexico City Grand Prix,2023
14,SOFT,1.0,True,5.0,17.0,Mexico City Grand Prix,2023
15,MEDIUM,1.0,True,2.0,6.0,Mexico City Grand Prix,2023
16,MEDIUM,1.0,True,4.0,2.0,Mexico City Grand Prix,2023
17,MEDIUM,1.0,True,6.0,8.0,Mexico City Grand Prix,2023
18,MEDIUM,1.0,True,15.0,9.0,Mexico City Grand Prix,2023
19,MEDIUM,1.0,True,8.0,7.0,Mexico City Grand Prix,2023
0,SOFT,4.0,False,1.0,1.0,São Paulo Grand Prix,2023
1,SOFT,4.0,False,2.0,6.0,São Paulo Grand Prix,2023
2,SOFT,4.0,False,3.0,4.0,São Paulo Grand Prix,2023
3,SOFT,4.0,False,4.0,9.0,São Paulo Grand Prix,2023
4,SOFT,1.0,True,5.0,3.0,São Paulo Grand Prix,2023
5,SOFT,3.0,False,6.0,7.0,São Paulo Grand Prix,2023
6,SOFT,3.0,False,7.0,15.0,São Paulo Grand Prix,2023
7,SOFT,4.0,False,8.0,5.0,São Paulo Grand Prix,2023
8,SOFT,4.0,False,9.0,16.0,São Paulo Grand Prix,2023
9,SOFT,4.0,False,10.0,14.0,São Paulo Grand Prix,2023
10,MEDIUM,1.0,True,11.0,19.0,São Paulo Grand Prix,2023
11,SOFT,1.0,True,12.0,11.0,São Paulo Grand Prix,2023
12,SOFT,1.0,True,13.0,17.0,São Paulo Grand Prix,2023
13,SOFT,3.0,False,14.0,10.0,São Paulo Grand Prix,2023
14,SOFT,4.0,False,15.0,8.0,São Paulo Grand Prix,2023
15,SOFT,1.0,True,16.0,18.0,São Paulo Grand Prix,2023
16,SOFT,1.0,True,17.0,20.0,São Paulo Grand Prix,2023
17,SOFT,1.0,True,18.0,12.0,São Paulo Grand Prix,2023
18,SOFT,4.0,False,19.0,13.0,São Paulo Grand Prix,2023
19,SOFT,1.0,True,20.0,0.0,São Paulo Grand Prix,2023
0,MEDIUM,1.0,True,1.0,2.0,Las Vegas Grand Prix,2023
1,MEDIUM,1.0,True,11.0,4.0,Las Vegas Grand Prix,2023
2,MEDIUM,1.0,True,3.0,11.0,Las Vegas Grand Prix,2023
3,MEDIUM,1.0,True,9.0,9.0,Las Vegas Grand Prix,2023
4,MEDIUM,1.0,True,2.0,1.0,Las Vegas Grand Prix,2023
5,SOFT,5.0,False,5.0,19.0,Las Vegas Grand Prix,2023
6,MEDIUM,1.0,True,16.0,6.0,Las Vegas Grand Prix,2023
7,MEDIUM,1.0,True,13.0,8.0,Las Vegas Grand Prix,2023
8,SOFT,1.0,True,18.0,20.0,Las Vegas Grand Prix,2023
9,MEDIUM,1.0,True,12.0,5.0,Las Vegas Grand Prix,2023
10,HARD,1.0,True,15.0,17.0,Las Vegas Grand Prix,2023
11,MEDIUM,1.0,True,19.0,13.0,Las Vegas Grand Prix,2023
12,MEDIUM,1.0,True,14.0,14.0,Las Vegas Grand Prix,2023
13,MEDIUM,1.0,True,4.0,16.0,Las Vegas Grand Prix,2023
14,MEDIUM,2.0,False,20.0,15.0,Las Vegas Grand Prix,2023
15,HARD,1.0,False,7.0,10.0,Las Vegas Grand Prix,2023
16,MEDIUM,1.0,True,6.0,12.0,Las Vegas Grand Prix,2023
17,MEDIUM,1.0,True,8.0,3.0,Las Vegas Grand Prix,2023
18,MEDIUM,1.0,True,17.0,7.0,Las Vegas Grand Prix,2023
19,HARD,2.0,False,10.0,18.0,Las Vegas Grand Prix,2023
