,Compound,TyreLife,FreshTyre,Position,GridPosition,Round,Year
9,SOFT,5.0,False,5.0,7.0,Portuguese Grand Prix,2021
10,MEDIUM,5.0,False,1.0,2.0,Portuguese Grand Prix,2021
11,MEDIUM,1.0,True,17.0,19.0,Portuguese Grand Prix,2021
12,SOFT,4.0,False,13.0,10.0,Portuguese Grand Prix,2021
13,SOFT,6.0,False,11.0,5.0,Portuguese Grand Prix,2021
14,MEDIUM,1.0,True,18.0,18.0,Portuguese Grand Prix,2021
15,MEDIUM,1.0,True,16.0,11.0,Portuguese Grand Prix,2021
16,SOFT,1.0,True,20.0,15.0,Portuguese Grand Prix,2021
17,MEDIUM,5.0,False,3.0,1.0,Portuguese Grand Prix,2021
18,MEDIUM,1.0,True,19.0,20.0,Portuguese Grand Prix,2021
19,MEDIUM,1.0,True,12.0,12.0,Portuguese Grand Prix,2021
0,SOFT,1.0,True,10.0,12.0,Spanish Grand Prix,2021
1,SOFT,4.0,False,5.0,8.0,Spanish Grand Prix,2021
2,SOFT,4.0,False,17.0,10.0,Spanish Grand Prix,2021
3,SOFT,4.0,False,4.0,4.0,Spanish Grand Prix,2021
4,SOFT,1.0,True,11.0,11.0,Spanish Grand Prix,2021
5,SOFT,1.0,True,20.0,16.0,Spanish Grand Prix,2021
6,SOFT,4.0,False,6.0,7.0,Spanish Grand Prix,2021
7,SOFT,4.0,False,9.0,5.0,Spanish Grand Prix,2021
8,SOFT,4.0,False,2.0,2.0,Spanish Grand Prix,2021
9,SOFT,4.0,False,8.0,9.0,Spanish Grand Prix,2021
10,SOFT,5.0,False,1.0,1.0,Spanish Grand Prix,2021
11,SOFT,1.0,True,18.0,18.0,Spanish Grand Prix,2021
12,SOFT,1.0,True,13.0,13.0,Spanish Grand Prix,2021
13,SOFT,4.0,False,7.0,6.0,Spanish Grand Prix,2021
14,SOFT,1.0,True,16.0,19.0,Spanish Grand Prix,2021
15,SOFT,1.0,True,14.0,15.0,Spanish Grand Prix,2021
16,MEDIUM,1.0,True,12.0,17.0,Spanish Grand Prix,2021
17,SOFT,4.0,False,3.0,3.0,Spanish Grand Prix,2021
18,SOFT,1.0,True,19.0,20.0,Spanish Grand Prix,2021
19,SOFT,1.0,True,15.0,14.0,Spanish Grand Prix,2021
0,SOFT,6.0,False,1.0,2.0,Monaco Grand Prix,2021
1,SOFT,7.0,False,2.0,4.0,Monaco Grand Prix,2021
2,SOFT,6.0,False,3.0,5.0,Monaco Grand Prix,2021
3,SOFT,6.0,False,4.0,9.0,Monaco Grand Prix,2021
4,SOFT,6.0,False,5.0,8.0,Monaco Grand Prix,2021
5,SOFT,7.0,False,6.0,6.0,Monaco Grand Prix,2021
6,SOFT,5.0,False,7.0,7.0,Monaco Grand Prix,2021
7,HARD,1.0,True,8.0,13.0,Monaco Grand Prix,2021
8,SOFT,1.0,True,9.0,11.0,Monaco Grand Prix,2021
9,SOFT,6.0,False,10.0,10.0,Monaco Grand Prix,2021
10,MEDIUM,1.0,True,11.0,14.0,Monaco Grand Prix,2021
11,MEDIUM,1.0,True,12.0,12.0,Monaco Grand Prix,2021
12,MEDIUM,1.0,True,13.0,17.0,Monaco Grand Prix,2021
13,MEDIUM,1.0,True,14.0,15.0,Monaco Grand Prix,2021
14,MEDIUM,1.0,True,15.0,18.0,Monaco Grand Prix,2021
15,HARD,1.0,True,16.0,16.0,Monaco Grand Prix,2021
16,SOFT,1.0,True,17.0,19.0,Monaco Grand Prix,2021
17,SOFT,1.0,True,18.0,20.0,Monaco Grand Prix,2021
18,SOFT,6.0,False,19.0,3.0,Monaco Grand Prix,2021
19,SOFT,5.0,False,20.0,1.0,Monaco Grand Prix,2021
0,SOFT,6.0,False,3.0,4.0,Azerbaijan Grand Prix,2021
1,SOFT,4.0,False,1.0,6.0,Azerbaijan Grand Prix,2021
2,SOFT,4.0,False,6.0,8.0,Azerbaijan Grand Prix,2021
3,SOFT,4.0,False,4.0,1.0,Azerbaijan Grand Prix,2021
4,HARD,1.0,True,19.0,19.0,Azerbaijan Grand Prix,2021
5,SOFT,7.0,False,7.0,7.0,Azerbaijan Grand Prix,2021
6,SOFT,1.0,True,9.0,13.0,Azerbaijan Grand Prix,2021
7,SOFT,1.0,True,20.0,12.0,Azerbaijan Grand Prix,2021
8,SOFT,2.0,False,18.0,3.0,Azerbaijan Grand Prix,2021
9,SOFT,4.0,False,5.0,9.0,Azerbaijan Grand Prix,2021
10,SOFT,5.0,False,15.0,2.0,Azerbaijan Grand Prix,2021
11,SOFT,1.0,True,13.0,17.0,Azerbaijan Grand Prix,2021
12,SOFT,1.0,True,2.0,11.0,Azerbaijan Grand Prix,2021
13,SOFT,4.0,False,8.0,5.0,Azerbaijan Grand Prix,2021
14,MEDIUM,1.0,True,16.0,16.0,Azerbaijan Grand Prix,2021
15,MEDIUM,1.0,True,17.0,15.0,Azerbaijan Grand Prix,2021
16,MEDIUM,1.0,True,10.0,14.0,Azerbaijan Grand Prix,2021
17,SOFT,5.0,False,12.0,10.0,Azerbaijan Grand Prix,2021
18,SOFT,1.0,True,14.0,18.0,Azerbaijan Grand Prix,2021
19,SOFT,1.0,True,11.0,20.0,Azerbaijan Grand Prix,2021
0,MEDIUM,4.0,False,1.0,1.0,French Grand Prix,2021
1,MEDIUM,4.0,False,2.0,2.0,French Grand Prix,2021
2,MEDIUM,4.0,False,3.0,4.0,French Grand Prix,2021
3,MEDIUM,4.0,False,4.0,3.0,French Grand Prix,2021
4,MEDIUM,6.0,False,5.0,8.0,French Grand Prix,2021
5,MEDIUM,6.0,False,6.0,10.0,French Grand Prix,2021
6,MEDIUM,6.0,False,7.0,6.0,French Grand Prix,2021
7,MEDIUM,4.0,False,8.0,9.0,French Grand Prix,2021
8,HARD,1.0,True,9.0,12.0,French Grand Prix,2021
9,HARD,1.0,True,10.0,19.0,French Grand Prix,2021
10,MEDIUM,4.0,False,11.0,5.0,French Grand Prix,2021
11,MEDIUM,1.0,True,12.0,14.0,French Grand Prix,2021
12,MEDIUM,1.0,True,13.0,0.0,French Grand Prix,2021
13,HARD,1.0,True,14.0,11.0,French Grand Prix,2021
14,HARD,1.0,True,15.0,13.0,French Grand Prix,2021
15,MEDIUM,4.0,False,16.0,7.0,French Grand Prix,2021
16,HARD,1.0,True,17.0,17.0,French Grand Prix,2021
17,MEDIUM,1.0,True,18.0,16.0,French Grand Prix,2021
18,MEDIUM,1.0,True,19.0,15.0,French Grand Prix,2021
19,HARD,1.0,True,20.0,18.0,French Grand Prix,2021
0,MEDIUM,6.0,False,1.0,1.0,Styrian Grand Prix,2021
1,MEDIUM,5.0,False,2.0,2.0,Styrian Grand Prix,2021
2,MEDIUM,4.0,False,3.0,5.0,Styrian Grand Prix,2021
3,SOFT,4.0,False,4.0,4.0,Styrian Grand Prix,2021
4,SOFT,4.0,False,5.0,3.0,Styrian Grand Prix,2021
5,MEDIUM,1.0,True,6.0,12.0,Styrian Grand Prix,2021
6,SOFT,4.0,False,7.0,7.0,Styrian Grand Prix,2021
7,SOFT,4.0,False,8.0,9.0,Styrian Grand Prix,2021
8,SOFT,4.0,False,9.0,8.0,Styrian Grand Prix,2021
9,SOFT,4.0,False,10.0,11.0,Styrian Grand Prix,2021
10,HARD,1.0,True,11.0,18.0,Styrian Grand Prix,2021
11,MEDIUM,1.0,True,12.0,14.0,Styrian Grand Prix,2021
12,MEDIUM,1.0,True,13.0,13.0,Styrian Grand Prix,2021
13,MEDIUM,1.0,True,14.0,17.0,Styrian Grand Prix,2021
14,MEDIUM,1.0,True,15.0,15.0,Styrian Grand Prix,2021
15,MEDIUM,1.0,True,16.0,19.0,Styrian Grand Prix,2021
16,MEDIUM,1.0,True,17.0,16.0,Styrian Grand Prix,2021
17,MEDIUM,1.0,True,18.0,20.0,Styrian Grand Prix,2021
18,MEDIUM,1.0,True,19.0,10.0,Styrian Grand Prix,2021
19,SOFT,4.0,False,20.0,6.0,Styrian Grand Prix,2021
0,MEDIUM,4.0,False,1.0,1.0,Austrian Grand Prix,2021
1,MEDIUM,4.0,False,2.0,5.0,Austrian Grand Prix,2021
2,MEDIUM,4.0,False,3.0,2.0,Austrian Grand Prix,2021
3,MEDIUM,4.0,False,4.0,4.0,Austrian Grand Prix,2021
4,HARD,1.0,True,5.0,10.0,Austrian Grand Prix,2021
5,MEDIUM,4.0,False,6.0,3.0,Austrian Grand Prix,2021
6,MEDIUM,1.0,True,7.0,13.0,Austrian Grand Prix,2021
7,MEDIUM,4.0,False,8.0,12.0,Austrian Grand Prix,2021
8,SOFT,4.0,False,9.0,6.0,Austrian Grand Prix,2021
9,MEDIUM,1.0,True,10.0,14.0,Austrian Grand Prix,2021
10,MEDIUM,4.0,False,11.0,8.0,Austrian Grand Prix,2021
11,SOFT,4.0,False,12.0,7.0,Austrian Grand Prix,2021
12,SOFT,4.0,False,13.0,9.0,Austrian Grand Prix,2021
13,MEDIUM,1.0,True,14.0,15.0,Austrian Grand Prix,2021
14,HARD,1.0,True,15.0,16.0,Austrian Grand Prix,2021
15,MEDIUM,1.0,True,16.0,18.0,Austrian Grand Prix,2021
16,SOFT,4.0,False,17.0,11.0,Austrian Grand Prix,2021
17,MEDIUM,1.0,True,18.0,19.0,Austrian Grand Prix,2021
18,MEDIUM,1.0,True,19.0,20.0,Austrian Grand Prix,2021
19,MEDIUM,1.0,True,20.0,17.0,Austrian Grand Prix,2021
0,MEDIUM,2.0,False,1.0,2.0,British Grand Prix,2021
1,MEDIUM,1.0,True,2.0,4.0,British Grand Prix,2021
2,MEDIUM,2.0,False,3.0,3.0,British Grand Prix,2021
3,MEDIUM,1.0,True,4.0,5.0,British Grand Prix,2021
4,MEDIUM,1.0,True,5.0,6.0,British Grand Prix,2021
5,MEDIUM,1.0,True,6.0,10.0,British Grand Prix,2021
6,MEDIUM,1.0,True,7.0,7.0,British Grand Prix,2021
7,MEDIUM,4.0,False,8.0,14.0,British Grand Prix,2021
8,MEDIUM,1.0,True,9.0,9.0,British Grand Prix,2021
9,MEDIUM,1.0,True,10.0,16.0,British Grand Prix,2021
10,MEDIUM,1.0,True,11.0,11.0,British Grand Prix,2021
11,MEDIUM,1.0,True,12.0,12.0,British Grand Prix,2021
12,MEDIUM,1.0,True,13.0,15.0,British Grand Prix,2021
13,MEDIUM,1.0,True,14.0,17.0,British Grand Prix,2021
14,MEDIUM,1.0,True,15.0,13.0,British Grand Prix,2021
15,HARD,1.0,True,16.0,0.0,British Grand Prix,2021
16,MEDIUM,4.0,False,17.0,19.0,British Grand Prix,2021
17,MEDIUM,4.0,False,18.0,18.0,British Grand Prix,2021
18,MEDIUM,4.0,False,19.0,8.0,British Grand Prix,2021
19,MEDIUM,1.0,True,20.0,1.0,British Grand Prix,2021
0,INTERMEDIATE,1.0,True,1.0,8.0,Hungarian Grand Prix,2021
1,INTERMEDIATE,1.0,True,2.0,1.0,Hungarian Grand Prix,2021
2,INTERMEDIATE,1.0,True,3.0,15.0,Hungarian Grand Prix,2021
3,INTERMEDIATE,1.0,True,4.0,9.0,Hungarian Grand Prix,2021
4,INTERMEDIATE,1.0,True,5.0,5.0,Hungarian Grand Prix,2021
5,INTERMEDIATE,1.0,True,6.0,16.0,Hungarian Grand Prix,2021
6,INTERMEDIATE,1.0,True,7.0,18.0,Hungarian Grand Prix,2021
7,INTERMEDIATE,1.0,True,8.0,17.0,Hungarian Grand Prix,2021
8,INTERMEDIATE,1.0,True,9.0,3.0,Hungarian Grand Prix,2021
9,INTERMEDIATE,1.0,True,10.0,13.0,Hungarian Grand Prix,2021
10,INTERMEDIATE,1.0,True,11.0,11.0,Hungarian Grand Prix,2021
11,INTERMEDIATE,1.0,True,12.0,20.0,Hungarian Grand Prix,2021
12,MEDIUM,1.0,False,13.0,0.0,Hungarian Grand Prix,2021
13,INTERMEDIATE,1.0,True,14.0,19.0,Hungarian Grand Prix,2021
14,INTERMEDIATE,1.0,True,15.0,6.0,Hungarian Grand Prix,2021
15,INTERMEDIATE,1.0,True,16.0,2.0,Hungarian Grand Prix,2021
16,INTERMEDIATE,1.0,True,17.0,4.0,Hungarian Grand Prix,2021
17,INTERMEDIATE,1.0,True,18.0,7.0,Hungarian Grand Prix,2021
18,INTERMEDIATE,1.0,True,19.0,12.0,Hungarian Grand Prix,2021
19,INTERMEDIATE,1.0,True,20.0,10.0,Hungarian Grand Prix,2021
0,WET,2.0,False,1.0,1.0,Belgian Grand Prix,2021
1,WET,1.0,False,2.0,2.0,Belgian Grand Prix,2021
2,UNKNOWN,1.0,False,3.0,3.0,Belgian Grand Prix,2021
3,UNKNOWN,1.0,False,4.0,4.0,Belgian Grand Prix,2021
4,UNKNOWN,3.0,False,5.0,5.0,Belgian Grand Prix,2021
5,UNKNOWN,1.0,False,6.0,6.0,Belgian Grand Prix,2021
6,UNKNOWN,1.0,False,7.0,8.0,Belgian Grand Prix,2021
7,UNKNOWN,1.0,False,8.0,9.0,Belgian Grand Prix,2021
8,WET,1.0,True,9.0,10.0,Belgian Grand Prix,2021
9,UNKNOWN,1.0,False,10.0,11.0,Belgian Grand Prix,2021
10,UNKNOWN,1.0,False,11.0,12.0,Belgian Grand Prix,2021
11,UNKNOWN,1.0,False,12.0,13.0,Belgian Grand Prix,2021
12,WET,1.0,False,13.0,14.0,Belgian Grand Prix,2021
13,UNKNOWN,1.0,False,14.0,15.0,Belgian Grand Prix,2021
14,UNKNOWN,1.0,False,15.0,16.0,Belgian Grand Prix,2021
15,WET,4.0,False,16.0,17.0,Belgian Grand Prix,2021
16,WET,5.0,False,17.0,18.0,Belgian Grand Prix,2021
17,WET,1.0,False,18.0,0.0,Belgian Grand Prix,2021
18,UNKNOWN,1.0,False,19.0,0.0,Belgian Grand Prix,2021
19,UNKNOWN,1.0,False,20.0,19.0,Belgian Grand Prix,2021
0,SOFT,4.0,False,1.0,1.0,Dutch Grand Prix,2021
1,SOFT,5.0,False,2.0,2.0,Dutch Grand Prix,2021
2,SOFT,5.0,False,3.0,3.0,Dutch Grand Prix,2021
3,SOFT,4.0,False,4.0,4.0,Dutch Grand Prix,2021
4,SOFT,4.0,False,5.0,5.0,Dutch Grand Prix,2021
5,SOFT,4.0,False,6.0,9.0,Dutch Grand Prix,2021
6,SOFT,4.0,False,7.0,6.0,Dutch Grand Prix,2021
7,HARD,1.0,True,8.0,0.0,Dutch Grand Prix,2021
8,SOFT,4.0,False,9.0,8.0,Dutch Grand Prix,2021
9,MEDIUM,1.0,True,10.0,13.0,Dutch Grand Prix,2021
10,SOFT,4.0,False,11.0,10.0,Dutch Grand Prix,2021
11,SOFT,1.0,True,12.0,12.0,Dutch Grand Prix,2021
12,SOFT,1.0,True,13.0,15.0,Dutch Grand Prix,2021
13,SOFT,4.0,False,14.0,7.0,Dutch Grand Prix,2021
14,MEDIUM,1.0,True,15.0,16.0,Dutch Grand Prix,2021
15,MEDIUM,1.0,True,16.0,0.0,Dutch Grand Prix,2021
16,MEDIUM,1.0,True,17.0,11.0,Dutch Grand Prix,2021
17,SOFT,1.0,True,18.0,17.0,Dutch Grand Prix,2021
18,SOFT,1.0,True,19.0,14.0,Dutch Grand Prix,2021
19,MEDIUM,1.0,True,20.0,18.0,Dutch Grand Prix,2021
0,HARD,1.0,True,19.0,0.0,Italian Grand Prix,2021
1,MEDIUM,1.0,True,5.0,8.0,Italian Grand Prix,2021
2,MEDIUM,1.0,True,8.0,10.0,Italian Grand Prix,2021
3,MEDIUM,1.0,True,4.0,5.0,Italian Grand Prix,2021
4,MEDIUM,3.0,False,7.0,9.0,Italian Grand Prix,2021
5,MEDIUM,1.0,True,20.0,0.0,Italian Grand Prix,2021
6,MEDIUM,1.0,True,1.0,2.0,Italian Grand Prix,2021
7,MEDIUM,1.0,True,10.0,12.0,Italian Grand Prix,2021
8,MEDIUM,1.0,True,18.0,1.0,Italian Grand Prix,2021
9,MEDIUM,1.0,True,2.0,3.0,Italian Grand Prix,2021
10,HARD,1.0,True,17.0,4.0,Italian Grand Prix,2021
11,MEDIUM,1.0,True,15.0,18.0,Italian Grand Prix,2021
12,MEDIUM,3.0,False,12.0,11.0,Italian Grand Prix,2021
13,MEDIUM,1.0,True,6.0,6.0,Italian Grand Prix,2021
14,MEDIUM,1.0,True,11.0,13.0,Italian Grand Prix,2021
15,MEDIUM,1.0,True,9.0,14.0,Italian Grand Prix,2021
16,HARD,1.0,True,3.0,19.0,Italian Grand Prix,2021
17,HARD,1.0,True,14.0,17.0,Italian Grand Prix,2021
18,MEDIUM,1.0,True,16.0,16.0,Italian Grand Prix,2021
19,MEDIUM,1.0,True,13.0,7.0,Italian Grand Prix,2021
0,MEDIUM,1.0,True,1.0,4.0,Russian Grand Prix,2021
1,HARD,1.0,True,2.0,20.0,Russian Grand Prix,2021
2,MEDIUM,1.0,True,3.0,2.0,Russian Grand Prix,2021
3,MEDIUM,1.0,True,4.0,5.0,Russian Grand Prix,2021
4,HARD,1.0,True,5.0,16.0,Russian Grand Prix,2021
5,HARD,1.0,True,6.0,6.0,Russian Grand Prix,2021
6,MEDIUM,1.0,True,7.0,1.0,Russian Grand Prix,2021
7,MEDIUM,1.0,True,8.0,13.0,Russian Grand Prix,2021
8,HARD,1.0,True,9.0,8.0,Russian Grand Prix,2021
9,MEDIUM,1.0,True,10.0,3.0,Russian Grand Prix,2021
10,MEDIUM,1.0,True,11.0,7.0,Russian Grand Prix,2021
11,MEDIUM,1.0,True,12.0,10.0,Russian Grand Prix,2021
12,HARD,1.0,True,13.0,11.0,Russian Grand Prix,2021
13,MEDIUM,1.0,True,14.0,9.0,Russian Grand Prix,2021
14,HARD,1.0,True,15.0,19.0,Russian Grand Prix,2021
15,HARD,1.0,True,16.0,17.0,Russian Grand Prix,2021
16,MEDIUM,1.0,True,17.0,12.0,Russian Grand Prix,2021
17,MEDIUM,1.0,True,18.0,15.0,Russian Grand Prix,2021
18,MEDIUM,1.0,True,19.0,18.0,Russian Grand Prix,2021
19,MEDIUM,1.0,True,20.0,14.0,Russian Grand Prix,2021
0,INTERMEDIATE,1.0,True,1.0,1.0,Turkish Grand Prix,2021
1,INTERMEDIATE,1.0,True,2.0,2.0,Turkish Grand Prix,2021
2,INTERMEDIATE,1.0,True,3.0,6.0,Turkish Grand Prix,2021
3,INTERMEDIATE,1.0,True,4.0,3.0,Turkish Grand Prix,2021
4,INTERMEDIATE,1.0,True,5.0,11.0,Turkish Grand Prix,2021
5,INTERMEDIATE,1.0,True,6.0,4.0,Turkish Grand Prix,2021
6,INTERMEDIATE,1.0,True,7.0,7.0,Turkish Grand Prix,2021
7,INTERMEDIATE,1.0,True,8.0,19.0,Turkish Grand Prix,2021
8,INTERMEDIATE,1.0,True,9.0,8.0,Turkish Grand Prix,2021
9,INTERMEDIATE,1.0,True,10.0,12.0,Turkish Grand Prix,2021
10,INTERMEDIATE,1.0,True,11.0,16.0,Turkish Grand Prix,2021
11,INTERMEDIATE,1.0,True,12.0,17.0,Turkish Grand Prix,2021
12,INTERMEDIATE,1.0,True,13.0,20.0,Turkish Grand Prix,2021
13,INTERMEDIATE,1.0,True,14.0,9.0,Turkish Grand Prix,2021
14,INTERMEDIATE,1.0,True,15.0,13.0,Turkish Grand Prix,2021
15,INTERMEDIATE,1.0,True,16.0,5.0,Turkish Grand Prix,2021
16,INTERMEDIATE,1.0,True,17.0,15.0,Turkish Grand Prix,2021
17,INTERMEDIATE,1.0,True,18.0,10.0,Turkish Grand Prix,2021
18,INTERMEDIATE,1.0,True,19.0,14.0,Turkish Grand Prix,2021
19,INTERMEDIATE,1.0,True,20.0,18.0,Turkish Grand Prix,2021
0,MEDIUM,4.0,False,1.0,1.0,United States Grand Prix,2021
1,MEDIUM,4.0,False,2.0,2.0,United States Grand Prix,2021
2,MEDIUM,4.0,False,3.0,3.0,United States Grand Prix,2021
3,MEDIUM,4.0,False,4.0,4.0,United States Grand Prix,2021
4,MEDIUM,4.0,False,5.0,6.0,United States Grand Prix,2021
5,MEDIUM,4.0,False,6.0,9.0,United States Grand Prix,2021
6,SOFT,4.0,False,7.0,5.0,United States Grand Prix,2021
7,MEDIUM,4.0,False,8.0,7.0,United States Grand Prix,2021
8,SOFT,4.0,False,9.0,10.0,United States Grand Prix,2021
9,MEDIUM,3.0,False,10.0,18.0,United States Grand Prix,2021
10,MEDIUM,1.0,True,11.0,12.0,United States Grand Prix,2021
11,MEDIUM,1.0,True,12.0,13.0,United States Grand Prix,2021
12,MEDIUM,1.0,True,13.0,15.0,United States Grand Prix,2021
13,MEDIUM,1.0,True,14.0,20.0,United States Grand Prix,2021
14,MEDIUM,1.0,True,15.0,14.0,United States Grand Prix,2021
15,MEDIUM,1.0,True,16.0,16.0,United States Grand Prix,2021
16,MEDIUM,1.0,True,17.0,17.0,United States Grand Prix,2021
17,MEDIUM,1.0,True,18.0,19.0,United States Grand Prix,2021
18,MEDIUM,4.0,False,19.0,11.0,United States Grand Prix,2021
19,MEDIUM,4.0,False,20.0,8.0,United States Grand Prix,2021
0,MEDIUM,4.0,False,1.0,3.0,Mexico City Grand Prix,2021
1,MEDIUM,4.0,False,2.0,2.0,Mexico City Grand Prix,2021
2,MEDIUM,4.0,False,3.0,4.0,Mexico City Grand Prix,2021
3,MEDIUM,4.0,False,4.0,5.0,Mexico City Grand Prix,2021
4,MEDIUM,6.0,False,5.0,8.0,Mexico City Grand Prix,2021
5,MEDIUM,6.0,False,6.0,6.0,Mexico City Grand Prix,2021
6,MEDIUM,4.0,False,7.0,9.0,Mexico City Grand Prix,2021
7,MEDIUM,4.0,False,8.0,10.0,Mexico City Grand Prix,2021
8,MEDIUM,1.0,True,9.0,12.0,Mexico City Grand Prix,2021
9,MEDIUM,4.0,False,10.0,18.0,Mexico City Grand Prix,2021
10,MEDIUM,5.0,False,11.0,11.0,Mexico City Grand Prix,2021
11,MEDIUM,4.0,False,12.0,7.0,Mexico City Grand Prix,2021
12,SOFT,1.0,True,13.0,19.0,Mexico City Grand Prix,2021
13,MEDIUM,3.0,False,14.0,20.0,Mexico City Grand Prix,2021
14,MEDIUM,6.0,False,15.0,1.0,Mexico City Grand Prix,2021
15,MEDIUM,1.0,True,16.0,16.0,Mexico City Grand Prix,2021
16,MEDIUM,1.0,True,17.0,13.0,Mexico City Grand Prix,2021
17,MEDIUM,1.0,True,18.0,15.0,Mexico City Grand Prix,2021
18,MEDIUM,1.0,True,19.0,14.0,Mexico City Grand Prix,2021
19,SOFT,4.0,False,20.0,17.0,Mexico City Grand Prix,2021
0,MEDIUM,1.0,True,1.0,10.0,São Paulo Grand Prix,2021
1,MEDIUM,1.0,True,2.0,2.0,São Paulo Grand Prix,2021
2,MEDIUM,1.0,True,3.0,1.0,São Paulo Grand Prix,2021
3,MEDIUM,1.0,True,4.0,4.0,São Paulo Grand Prix,2021
4,MEDIUM,1.0,True,5.0,6.0,São Paulo Grand Prix,2021
5,MEDIUM,1.0,True,6.0,3.0,São Paulo Grand Prix,2021
6,MEDIUM,1.0,True,7.0,7.0,São Paulo Grand Prix,2021
7,MEDIUM,1.0,True,8.0,8.0,São Paulo Grand Prix,2021
8,MEDIUM,1.0,True,9.0,12.0,São Paulo Grand Prix,2021
9,MEDIUM,1.0,True,10.0,5.0,São Paulo Grand Prix,2021
10,MEDIUM,3.0,False,11.0,9.0,São Paulo Grand Prix,2021
11,MEDIUM,1.0,True,12.0,0.0,São Paulo Grand Prix,2021
12,MEDIUM,1.0,True,13.0,17.0,São Paulo Grand Prix,2021
13,MEDIUM,1.0,True,14.0,13.0,São Paulo Grand Prix,2021
14,SOFT,1.0,True,15.0,15.0,São Paulo Grand Prix,2021
15,MEDIUM,1.0,True,16.0,16.0,São Paulo Grand Prix,2021
16,MEDIUM,1.0,True,17.0,19.0,São Paulo Grand Prix,2021
17,MEDIUM,1.0,True,18.0,18.0,São Paulo Grand Prix,2021
18,MEDIUM,1.0,True,19.0,11.0,São Paulo Grand Prix,2021
19,MEDIUM,3.0,False,20.0,14.0,São Paulo Grand Prix,2021
0,SOFT,4.0,False,11.0,2.0,Qatar Grand Prix,2021
1,MEDIUM,1.0,True,4.0,11.0,Qatar Grand Prix,2021
2,SOFT,4.0,False,3.0,3.0,Qatar Grand Prix,2021
3,MEDIUM,1.0,True,8.0,13.0,Qatar Grand Prix,2021
4,MEDIUM,1.0,True,6.0,12.0,Qatar Grand Prix,2021
5,SOFT,4.0,False,13.0,8.0,Qatar Grand Prix,2021
6,MEDIUM,1.0,True,12.0,14.0,Qatar Grand Prix,2021
7,SOFT,4.0,False,5.0,9.0,Qatar Grand Prix,2021
8,MEDIUM,4.0,False,2.0,7.0,Qatar Grand Prix,2021
9,SOFT,4.0,False,9.0,4.0,Qatar Grand Prix,2021
10,MEDIUM,4.0,False,1.0,1.0,Qatar Grand Prix,2021
11,SOFT,4.0,False,16.0,19.0,Qatar Grand Prix,2021
12,SOFT,4.0,False,10.0,10.0,Qatar Grand Prix,2021
13,MEDIUM,4.0,False,7.0,5.0,Qatar Grand Prix,2021
14,SOFT,1.0,True,19.0,17.0,Qatar Grand Prix,2021
15,SOFT,1.0,True,17.0,15.0,Qatar Grand Prix,2021
16,SOFT,1.0,True,14.0,16.0,Qatar Grand Prix,2021
17,MEDIUM,4.0,False,20.0,6.0,Qatar Grand Prix,2021
18,MEDIUM,1.0,True,18.0,20.0,Qatar Grand Prix,2021
19,SOFT,1.0,True,15.0,18.0,Qatar Grand Prix,2021
0,MEDIUM,8.0,False,6.0,6.0,Saudi Arabian Grand Prix,2021
1,MEDIUM,8.0,False,17.0,5.0,Saudi Arabian Grand Prix,2021
2,MEDIUM,1.0,True,13.0,13.0,Saudi Arabian Grand Prix,2021
3,MEDIUM,6.0,False,7.0,4.0,Saudi Arabian Grand Prix,2021
4,MEDIUM,1.0,True,11.0,18.0,Saudi Arabian Grand Prix,2021
5,MEDIUM,8.0,False,14.0,8.0,Saudi Arabian Grand Prix,2021
6,HARD,1.0,True,5.0,11.0,Saudi Arabian Grand Prix,2021
7,MEDIUM,8.0,False,4.0,9.0,Saudi Arabian Grand Prix,2021
8,MEDIUM,5.0,False,2.0,3.0,Saudi Arabian Grand Prix,2021
9,SOFT,5.0,False,10.0,7.0,Saudi Arabian Grand Prix,2021
10,MEDIUM,10.0,False,1.0,1.0,Saudi Arabian Grand Prix,2021
11,MEDIUM,1.0,True,20.0,19.0,Saudi Arabian Grand Prix,2021
12,HARD,2.0,False,16.0,17.0,Saudi Arabian Grand Prix,2021
13,HARD,1.0,True,8.0,15.0,Saudi Arabian Grand Prix,2021
14,MEDIUM,1.0,True,12.0,16.0,Saudi Arabian Grand Prix,2021
15,MEDIUM,1.0,True,19.0,14.0,Saudi Arabian Grand Prix,2021
16,MEDIUM,1.0,True,15.0,12.0,Saudi Arabian Grand Prix,2021
17,MEDIUM,8.0,False,3.0,2.0,Saudi Arabian Grand Prix,2021
18,MEDIUM,1.0,True,18.0,20.0,Saudi Arabian Grand Prix,2021
19,MEDIUM,7.0,False,9.0,10.0,Saudi Arabian Grand Prix,2021
0,SOFT,4.0,False,19.0,2.0,Bahrain Grand Prix,2022
1,SOFT,4.0,False,20.0,10.0,Bahrain Grand Prix,2022
2,SOFT,4.0,False,18.0,4.0,Bahrain Grand Prix,2022
3,SOFT,4.0,False,9.0,8.0,Bahrain Grand Prix,2022
4,SOFT,1.0,True,1.0,1.0,Bahrain Grand Prix,2022
5,SOFT,1.0,True,12.0,19.0,Bahrain Grand Prix,2022
6,SOFT,1.0,True,5.0,7.0,Bahrain Grand Prix,2022
7,SOFT,1.0,True,8.0,16.0,Bahrain Grand Prix,2022
8,SOFT,1.0,True,13.0,14.0,Bahrain Grand Prix,2022
9,SOFT,1.0,True,10.0,15.0,Bahrain Grand Prix,2022
10,SOFT,1.0,True,17.0,17.0,Bahrain Grand Prix,2022
